id_nb,name,type_1,type_2,link,data_species,data_height,data_weight,data_abilities,training_catch_rate,training_base_exp,training_growth_rate, breeding_gender, breeding_gender,stats_hp,stats_attack,stats_defense, stats_sp_atk,stats_sp_def,    stats_speed,stats_total
#0324,Torkoal,Fire,Nan,/pokedex/torkoal,Coal Pokémon,0.5,80.4,White Smoke,90,165,Medium Fast,50% male, 50% female,70,85,140,85,70,20,470
#0325,Spoink,Psychic,Nan,/pokedex/spoink,Bounce Pokémon,0.7,30.6,Thick Fat,255,66,Fast,50% male, 50% female,60,25,35,70,80,60,330
#0326,Grumpig,Psychic,Nan,/pokedex/grumpig,Manipulate Pokémon,0.9,71.5,Thick Fat,60,165,Fast,50% male, 50% female,80,45,65,90,110,80,470
#0327,Spinda,Normal,Nan,/pokedex/spinda,Spot Panda Pokémon,1.1,5,Own Tempo,255,126,Fast,50% male, 50% female,60,60,60,60,60,60,360
#0328,Trapinch,Ground,Nan,/pokedex/trapinch,Ant Pit Pokémon,0.7,15,Hyper Cutter,255,58,Medium Slow,50% male, 50% female,45,100,45,45,45,10,290
#0329,Vibrava,Ground,Dragon,/pokedex/vibrava,Vibration Pokémon,1.1,15.3,Levitate,120,119,Medium Slow,50% male, 50% female,50,70,50,50,50,70,340
#0330,Flygon,Ground,Dragon,/pokedex/flygon,Mystic Pokémon,2,82,Levitate,45,234,Medium Slow,50% male, 50% female,80,100,80,80,80,100,520
#0331,Cacnea,Grass,Nan,/pokedex/cacnea,Cactus Pokémon,0.4,51.3,Sand Veil,190,67,Medium Slow,50% male, 50% female,50,85,40,85,40,35,335
#0332,Cacturne,Grass,Dark,/pokedex/cacturne,Scarecrow Pokémon,1.3,77.4,Sand Veil,60,166,Medium Slow,50% male, 50% female,70,115,60,115,60,55,475
#0333,Swablu,Normal,Flying,/pokedex/swablu,Cotton Bird Pokémon,0.4,1.2,Natural Cure,255,62,Erratic,50% male, 50% female,45,40,60,40,75,50,310
#0334,Altaria,Dragon,Flying,/pokedex/altaria,Humming Pokémon,1.1,20.6,Natural Cure,45,172,Erratic,50% male, 50% female,75,70,90,70,105,80,490
#0335,Zangoose,Normal,Nan,/pokedex/zangoose,Cat Ferret Pokémon,1.3,40.3,Immunity,90,160,Erratic,50% male, 50% female,73,115,60,60,60,90,458
#0336,Seviper,Poison,Nan,/pokedex/seviper,Fang Snake Pokémon,2.7,52.5,Shed Skin,90,160,Fluctuating,50% male, 50% female,73,100,60,100,60,65,458
#0337,Lunatone,Rock,Psychic,/pokedex/lunatone,Meteorite Pokémon,1,168,Levitate,45,161,Fast,Genderless,90,55,65,95,85,70,460,
#0338,Solrock,Rock,Psychic,/pokedex/solrock,Meteorite Pokémon,1.2,154,Levitate,45,161,Fast,Genderless,90,95,85,55,65,70,460,
#0339,Barboach,Water,Ground,/pokedex/barboach,Whiskers Pokémon,0.4,1.9,Oblivious,190,58,Medium Fast,50% male, 50% female,50,48,43,46,41,60,288
#0340,Whiscash,Water,Ground,/pokedex/whiscash,Whiskers Pokémon,0.9,23.6,Oblivious,75,164,Medium Fast,50% male, 50% female,110,78,73,76,71,60,468
#0341,Corphish,Water,Nan,/pokedex/corphish,Ruffian Pokémon,0.6,11.5,Hyper Cutter,205,62,Fluctuating,50% male, 50% female,43,80,65,50,35,35,308
#0342,Crawdaunt,Water,Dark,/pokedex/crawdaunt,Rogue Pokémon,1.1,32.8,Hyper Cutter,155,164,Fluctuating,50% male, 50% female,63,120,85,90,55,55,468
#0343,Baltoy,Ground,Psychic,/pokedex/baltoy,Clay Doll Pokémon,0.5,21.5,Levitate,255,60,Medium Fast,Genderless,40,40,55,40,70,55,300,
#0344,Claydol,Ground,Psychic,/pokedex/claydol,Clay Doll Pokémon,1.5,108,Levitate,90,175,Medium Fast,Genderless,60,70,105,70,120,75,500,
#0345,Lileep,Rock,Grass,/pokedex/lileep,Sea Lily Pokémon,1,23.8,Suction Cups,45,71,Erratic,87.5% male, 12.5% female,66,41,77,61,87,23,355
#0346,Cradily,Rock,Grass,/pokedex/cradily,Barnacle Pokémon,1.5,60.4,Suction Cups,45,173,Erratic,87.5% male, 12.5% female,86,81,97,81,107,43,495
#0347,Anorith,Rock,Bug,/pokedex/anorith,Old Shrimp Pokémon,0.7,12.5,Battle Armor,45,71,Erratic,87.5% male, 12.5% female,45,95,50,40,50,75,355
#0348,Armaldo,Rock,Bug,/pokedex/armaldo,Plate Pokémon,1.5,68.2,Battle Armor,45,173,Erratic,87.5% male, 12.5% female,75,125,100,70,80,45,495
#0349,Feebas,Water,Nan,/pokedex/feebas,Fish Pokémon,0.6,7.4,Swift Swim,255,40,Erratic,50% male, 50% female,20,15,20,10,55,80,200
#0350,Milotic,Water,Nan,/pokedex/milotic,Tender Pokémon,6.2,162,Marvel Scale,60,189,Erratic,50% male, 50% female,95,60,79,100,125,81,540
#0351,Castform,Normal,Nan,/pokedex/castform,Weather Pokémon,0.3,0.8,Forecast,45,147,Medium Fast,50% male, 50% female,70,70,70,70,70,70,420
#0352,Kecleon,Normal,Nan,/pokedex/kecleon,Color Swap Pokémon,1,22,Color Change,200,154,Medium Slow,50% male, 50% female,60,90,70,60,120,40,440
#0353,Shuppet,Ghost,Nan,/pokedex/shuppet,Puppet Pokémon,0.6,2.3,Insomnia,225,59,Fast,50% male, 50% female,44,75,35,63,33,45,295
#0354,Banette,Ghost,Nan,/pokedex/banette,Marionette Pokémon,1.1,12.5,Insomnia,45,159,Fast,50% male, 50% female,64,115,65,83,63,65,455
#0355,Duskull,Ghost,Nan,/pokedex/duskull,Requiem Pokémon,0.8,15,Levitate,190,59,Fast,50% male, 50% female,20,40,90,30,90,25,295
#0356,Dusclops,Ghost,Nan,/pokedex/dusclops,Beckon Pokémon,1.6,30.6,Pressure,90,159,Fast,50% male, 50% female,40,70,130,60,130,25,455
#0357,Tropius,Grass,Flying,/pokedex/tropius,Fruit Pokémon,2,100,Chlorophyll,200,161,Slow,50% male, 50% female,99,68,83,72,87,51,460
#0358,Chimecho,Psychic,Nan,/pokedex/chimecho,Wind Chime Pokémon,0.6,1,Levitate,45,159,Fast,50% male, 50% female,75,50,80,95,90,65,455
#0359,Absol,Dark,Nan,/pokedex/absol,Disaster Pokémon,1.2,47,Pressure,30,163,Medium Slow,50% male, 50% female,65,130,60,75,60,75,465
#0360,Wynaut,Psychic,Nan,/pokedex/wynaut,Bright Pokémon,0.6,14,Shadow Tag,125,52,Medium Fast,50% male, 50% female,95,23,48,23,48,23,260
#0361,Snorunt,Ice,Nan,/pokedex/snorunt,Snow Hat Pokémon,0.7,16.8,Inner Focus,190,60,Medium Fast,50% male, 50% female,50,50,50,50,50,50,300
#0362,Glalie,Ice,Nan,/pokedex/glalie,Face Pokémon,1.5,256.5,Inner Focus,75,168,Medium Fast,50% male, 50% female,80,80,80,80,80,80,480
#0363,Spheal,Ice,Water,/pokedex/spheal,Clap Pokémon,0.8,39.5,Thick Fat,255,58,Medium Slow,50% male, 50% female,70,40,50,55,50,25,290
#0364,Sealeo,Ice,Water,/pokedex/sealeo,Ball Roll Pokémon,1.1,87.6,Thick Fat,120,144,Medium Slow,50% male, 50% female,90,60,70,75,70,45,410
#0365,Walrein,Ice,Water,/pokedex/walrein,Ice Break Pokémon,1.4,150.6,Thick Fat,45,239,Medium Slow,50% male, 50% female,110,80,90,95,90,65,530
#0366,Clamperl,Water,Nan,/pokedex/clamperl,Bivalve Pokémon,0.4,52.5,Shell Armor,255,69,Erratic,50% male, 50% female,35,64,85,74,55,32,345
#0367,Huntail,Water,Nan,/pokedex/huntail,Deep Sea Pokémon,1.7,27,Swift Swim,60,170,Erratic,50% male, 50% female,55,104,105,94,75,52,485
#0368,Gorebyss,Water,Nan,/pokedex/gorebyss,South Sea Pokémon,1.8,22.6,Swift Swim,60,170,Erratic,50% male, 50% female,55,84,105,114,75,52,485
#0369,Relicanth,Water,Rock,/pokedex/relicanth,Longevity Pokémon,1,23.4,Swift Swim,25,170,Slow,87.5% male, 12.5% female,100,90,130,45,65,55,485
#0370,Luvdisc,Water,Nan,/pokedex/luvdisc,Rendezvous Pokémon,0.6,8.7,Swift Swim,225,116,Fast,25% male, 75% female,43,30,55,40,65,97,330
#0371,Bagon,Dragon,Nan,/pokedex/bagon,Rock Head Pokémon,0.6,42.1,Rock Head,45,60,Slow,50% male, 50% female,45,75,60,40,30,50,300
#0372,Shelgon,Dragon,Nan,/pokedex/shelgon,Endurance Pokémon,1.1,110.5,Rock Head,45,147,Slow,50% male, 50% female,65,95,100,60,50,50,420
#0373,Salamence,Dragon,Flying,/pokedex/salamence,Dragon Pokémon,1.5,102.6,Intimidate,45,300,Slow,50% male, 50% female,95,135,80,110,80,100,600
#0374,Beldum,Steel,Psychic,/pokedex/beldum,Iron Ball Pokémon,0.6,95.2,Clear Body,3,60,Slow,Genderless,40,55,80,35,60,30,300,
#0375,Metang,Steel,Psychic,/pokedex/metang,Iron Claw Pokémon,1.2,202.5,Clear Body,3,147,Slow,Genderless,60,75,100,55,80,50,420,
#0376,Metagross,Steel,Psychic,/pokedex/metagross,Iron Leg Pokémon,1.6,550,Clear Body,3,270,Slow,Genderless,80,135,130,95,90,70,600,
#0377,Regirock,Rock,Nan,/pokedex/regirock,Rock Peak Pokémon,1.7,230,Clear Body,3,261,Slow,Genderless,80,100,200,50,100,50,580,
#0378,Regice,Ice,Nan,/pokedex/regice,Iceberg Pokémon,1.8,175,Clear Body,3,261,Slow,Genderless,80,50,100,100,200,50,580,
#0379,Registeel,Steel,Nan,/pokedex/registeel,Iron Pokémon,1.9,205,Clear Body,3,261,Slow,Genderless,80,75,150,75,150,50,580,
#0380,Latias,Dragon,Psychic,/pokedex/latias,Eon Pokémon,1.4,40,Levitate,3,270,Slow,0% male, 100% female,80,80,90,110,130,110,600
#0381,Latios,Dragon,Psychic,/pokedex/latios,Eon Pokémon,2,60,Levitate,3,270,Slow,100% male, 0% female,80,90,80,130,110,110,600
#0382,Kyogre,Water,Nan,/pokedex/kyogre,Sea Basin Pokémon,4.5,352,Drizzle,3,335,Slow,Genderless,100,100,90,150,140,90,670,
#0383,Groudon,Ground,Nan,/pokedex/groudon,Continent Pokémon,3.5,950,Drought,3,335,Slow,Genderless,100,150,140,100,90,90,670,
#0384,Rayquaza,Dragon,Flying,/pokedex/rayquaza,Sky High Pokémon,7,206.5,Air Lock,45,340,Slow,Genderless,105,150,90,150,90,95,680,
#0385,Jirachi,Steel,Psychic,/pokedex/jirachi,Wish Pokémon,0.3,1.1,Serene Grace,3,270,Slow,Genderless,100,100,100,100,100,100,600,
#0386,Deoxys,Psychic,Nan,/pokedex/deoxys,DNA Pokémon,1.7,60.8,Pressure,3,270,Slow,Genderless,50,150,50,150,50,150,600,
#0387,Turtwig,Grass,Nan,/pokedex/turtwig,Tiny Leaf Pokémon,0.4,10.2,Overgrow,45,64,Medium Slow,87.5% male, 12.5% female,55,68,64,45,55,31,318
#0388,Grotle,Grass,Nan,/pokedex/grotle,Grove Pokémon,1.1,97,Overgrow,45,142,Medium Slow,87.5% male, 12.5% female,75,89,85,55,65,36,405
#0389,Torterra,Grass,Ground,/pokedex/torterra,Continent Pokémon,2.2,310,Overgrow,45,236,Medium Slow,87.5% male, 12.5% female,95,109,105,75,85,56,525
#0390,Chimchar,Fire,Nan,/pokedex/chimchar,Chimp Pokémon,0.5,6.2,Blaze,45,62,Medium Slow,87.5% male, 12.5% female,44,58,44,58,44,61,309
#0391,Monferno,Fire,Fighting,/pokedex/monferno,Playful Pokémon,0.9,22,Blaze,45,142,Medium Slow,87.5% male, 12.5% female,64,78,52,78,52,81,405
#0392,Infernape,Fire,Fighting,/pokedex/infernape,Flame Pokémon,1.2,55,Blaze,45,240,Medium Slow,87.5% male, 12.5% female,76,104,71,104,71,108,534
#0393,Piplup,Water,Nan,/pokedex/piplup,Penguin Pokémon,0.4,5.2,Torrent,45,63,Medium Slow,87.5% male, 12.5% female,53,51,53,61,56,40,314
#0394,Prinplup,Water,Nan,/pokedex/prinplup,Penguin Pokémon,0.8,23,Torrent,45,142,Medium Slow,87.5% male, 12.5% female,64,66,68,81,76,50,405
#0395,Empoleon,Water,Steel,/pokedex/empoleon,Emperor Pokémon,1.7,84.5,Torrent,45,239,Medium Slow,87.5% male, 12.5% female,84,86,88,111,101,60,530
#0396,Starly,Normal,Flying,/pokedex/starly,Starling Pokémon,0.3,2,Keen Eye,255,49,Medium Slow,50% male, 50% female,40,55,30,30,30,60,245
#0397,Staravia,Normal,Flying,/pokedex/staravia,Starling Pokémon,0.6,15.5,Intimidate,120,119,Medium Slow,50% male, 50% female,55,75,50,40,40,80,340
#0398,Staraptor,Normal,Flying,/pokedex/staraptor,Predator Pokémon,1.2,24.9,Intimidate,45,243,Medium Slow,50% male, 50% female,85,120,70,50,60,100,485
#0399,Bidoof,Normal,Nan,/pokedex/bidoof,Plump Mouse Pokémon,0.5,20,Simple,255,50,Medium Fast,50% male, 50% female,59,45,40,35,40,31,250
#0400,Bibarel,Normal,Water,/pokedex/bibarel,Beaver Pokémon,1,31.5,Simple,127,144,Medium Fast,50% male, 50% female,79,85,60,55,60,71,410
#0401,Kricketot,Bug,Nan,/pokedex/kricketot,Cricket Pokémon,0.3,2.2,Shed Skin,255,39,Medium Slow,50% male, 50% female,37,25,41,25,41,25,194
#0402,Kricketune,Bug,Nan,/pokedex/kricketune,Cricket Pokémon,1,25.5,Swarm,45,134,Medium Slow,50% male, 50% female,77,85,51,55,51,65,384
#0403,Shinx,Electric,Nan,/pokedex/shinx,Flash Pokémon,0.5,9.5,Rivalry,235,53,Medium Slow,50% male, 50% female,45,65,34,40,34,45,263
#0404,Luxio,Electric,Nan,/pokedex/luxio,Spark Pokémon,0.9,30.5,Rivalry,120,127,Medium Slow,50% male, 50% female,60,85,49,60,49,60,363
#0405,Luxray,Electric,Nan,/pokedex/luxray,Gleam Eyes Pokémon,1.4,42,Rivalry,45,262,Medium Slow,50% male, 50% female,80,120,79,95,79,70,523
#0406,Budew,Grass,Poison,/pokedex/budew,Bud Pokémon,0.2,1.2,Natural Cure,255,56,Medium Slow,50% male, 50% female,40,30,35,50,70,55,280
#0407,Roserade,Grass,Poison,/pokedex/roserade,Bouquet Pokémon,0.9,14.5,Natural Cure,75,232,Medium Slow,50% male, 50% female,60,70,65,125,105,90,515
#0408,Cranidos,Rock,Nan,/pokedex/cranidos,Head Butt Pokémon,0.9,31.5,Mold Breaker,45,70,Erratic,87.5% male, 12.5% female,67,125,40,30,30,58,350
#0409,Rampardos,Rock,Nan,/pokedex/rampardos,Head Butt Pokémon,1.6,102.5,Mold Breaker,45,173,Erratic,87.5% male, 12.5% female,97,165,60,65,50,58,495
#0410,Shieldon,Rock,Steel,/pokedex/shieldon,Shield Pokémon,0.5,57,Sturdy,45,70,Erratic,87.5% male, 12.5% female,30,42,118,42,88,30,350
#0411,Bastiodon,Rock,Steel,/pokedex/bastiodon,Shield Pokémon,1.3,149.5,Sturdy,45,173,Erratic,87.5% male, 12.5% female,60,52,168,47,138,30,495
#0412,Burmy,Bug,Nan,/pokedex/burmy,Bagworm Pokémon,0.2,3.4,Shed Skin,120,45,Medium Fast,50% male, 50% female,40,29,45,29,45,36,224
#0413,Wormadam,Bug,Grass,/pokedex/wormadam,Bagworm Pokémon,0.5,6.5,Anticipation,45,148,Medium Fast,0% male, 100% female,60,59,85,79,105,36,424
#0414,Mothim,Bug,Flying,/pokedex/mothim,Moth Pokémon,0.9,23.3,Swarm,45,148,Medium Fast,100% male, 0% female,70,94,50,94,50,66,424
#0415,Combee,Bug,Flying,/pokedex/combee,Tiny Bee Pokémon,0.3,5.5,Honey Gather,120,49,Medium Slow,87.5% male, 12.5% female,30,30,42,30,42,70,244
#0416,Vespiquen,Bug,Flying,/pokedex/vespiquen,Beehive Pokémon,1.2,38.5,Pressure,45,166,Medium Slow,0% male, 100% female,70,80,102,80,102,40,474
#0417,Pachirisu,Electric,Nan,/pokedex/pachirisu,EleSquirrel Pokémon,0.4,3.9,Run Away,200,142,Medium Fast,50% male, 50% female,60,45,70,45,90,95,405
#0418,Buizel,Water,Nan,/pokedex/buizel,Sea Weasel Pokémon,0.7,29.5,Swift Swim,190,66,Medium Fast,50% male, 50% female,55,65,35,60,30,85,330
#0419,Floatzel,Water,Nan,/pokedex/floatzel,Sea Weasel Pokémon,1.1,33.5,Swift Swim,75,173,Medium Fast,50% male, 50% female,85,105,55,85,50,115,495
#0420,Cherubi,Grass,Nan,/pokedex/cherubi,Cherry Pokémon,0.4,3.3,Chlorophyll,190,55,Medium Fast,50% male, 50% female,45,35,45,62,53,35,275
#0421,Cherrim,Grass,Nan,/pokedex/cherrim,Blossom Pokémon,0.5,9.3,Flower Gift,75,158,Medium Fast,50% male, 50% female,70,60,70,87,78,85,450
#0422,Shellos,Water,Nan,/pokedex/shellos,Sea Slug Pokémon,0.3,6.3,Sticky Hold,190,65,Medium Fast,50% male, 50% female,76,48,48,57,62,34,325
#0423,Gastrodon,Water,Ground,/pokedex/gastrodon,Sea Slug Pokémon,0.9,29.9,Sticky Hold,75,166,Medium Fast,50% male, 50% female,111,83,68,92,82,39,475
#0424,Ambipom,Normal,Nan,/pokedex/ambipom,Long Tail Pokémon,1.2,20.3,Technician,45,169,Fast,50% male, 50% female,75,100,66,60,66,115,482
#0425,Drifloon,Ghost,Flying,/pokedex/drifloon,Balloon Pokémon,0.4,1.2,Aftermath,125,70,Fluctuating,50% male, 50% female,90,50,34,60,44,70,348
#0426,Drifblim,Ghost,Flying,/pokedex/drifblim,Blimp Pokémon,1.2,15,Aftermath,60,174,Fluctuating,50% male, 50% female,150,80,44,90,54,80,498
#0427,Buneary,Normal,Nan,/pokedex/buneary,Rabbit Pokémon,0.4,5.5,Run Away,190,70,Medium Fast,50% male, 50% female,55,66,44,44,56,85,350
#0428,Lopunny,Normal,Nan,/pokedex/lopunny,Rabbit Pokémon,1.2,33.3,Cute Charm,60,168,Medium Fast,50% male, 50% female,65,76,84,54,96,105,480
#0429,Mismagius,Ghost,Nan,/pokedex/mismagius,Magical Pokémon,0.9,4.4,Levitate,45,173,Fast,50% male, 50% female,60,60,60,105,105,105,495
#0430,Honchkrow,Dark,Flying,/pokedex/honchkrow,Big Boss Pokémon,0.9,27.3,Insomnia,30,177,Medium Slow,50% male, 50% female,100,125,52,105,52,71,505
#0431,Glameow,Normal,Nan,/pokedex/glameow,Catty Pokémon,0.5,3.9,Limber,190,62,Fast,25% male, 75% female,49,55,42,42,37,85,310
#0432,Purugly,Normal,Nan,/pokedex/purugly,Tiger Cat Pokémon,1,43.8,Thick Fat,75,158,Fast,25% male, 75% female,71,82,64,64,59,112,452
#0433,Chingling,Psychic,Nan,/pokedex/chingling,Bell Pokémon,0.2,0.6,Levitate,120,57,Fast,50% male, 50% female,45,30,50,65,50,45,285
#0434,Stunky,Poison,Dark,/pokedex/stunky,Skunk Pokémon,0.4,19.2,Stench,225,66,Medium Fast,50% male, 50% female,63,63,47,41,41,74,329
#0435,Skuntank,Poison,Dark,/pokedex/skuntank,Skunk Pokémon,1,38,Stench,60,168,Medium Fast,50% male, 50% female,103,93,67,71,61,84,479
#0436,Bronzor,Steel,Psychic,/pokedex/bronzor,Bronze Pokémon,0.5,60.5,Levitate,255,60,Medium Fast,Genderless,57,24,86,24,86,23,300,
#0437,Bronzong,Steel,Psychic,/pokedex/bronzong,Bronze Bell Pokémon,1.3,187,Levitate,90,175,Medium Fast,Genderless,67,89,116,79,116,33,500,
#0438,Bonsly,Rock,Nan,/pokedex/bonsly,Bonsai Pokémon,0.5,15,Sturdy,255,58,Medium Fast,50% male, 50% female,50,80,95,10,45,10,290
#0439,Mime Jr.,Psychic,Fairy,/pokedex/mime-jr,Mime Pokémon,0.6,13,Soundproof,145,62,Medium Fast,50% male, 50% female,20,25,45,70,90,60,310
#0440,Happiny,Normal,Nan,/pokedex/happiny,Playhouse Pokémon,0.6,24.4,Natural Cure,130,110,Fast,0% male, 100% female,100,5,5,15,65,30,220
#0441,Chatot,Normal,Flying,/pokedex/chatot,Music Note Pokémon,0.5,1.9,Keen Eye,30,144,Medium Slow,50% male, 50% female,76,65,45,92,42,91,411
#0442,Spiritomb,Ghost,Dark,/pokedex/spiritomb,Forbidden Pokémon,1,108,Pressure,100,170,Medium Fast,50% male, 50% female,50,92,108,92,108,35,485
#0443,Gible,Dragon,Ground,/pokedex/gible,Land Shark Pokémon,0.7,20.5,Sand Veil,45,60,Slow,50% male, 50% female,58,70,45,40,45,42,300
#0444,Gabite,Dragon,Ground,/pokedex/gabite,Cave Pokémon,1.4,56,Sand Veil,45,144,Slow,50% male, 50% female,68,90,65,50,55,82,410
#0445,Garchomp,Dragon,Ground,/pokedex/garchomp,Mach Pokémon,1.9,95,Sand Veil,45,300,Slow,50% male, 50% female,108,130,95,80,85,102,600
#0446,Munchlax,Normal,Nan,/pokedex/munchlax,Big Eater Pokémon,0.6,105,Pickup,50,78,Slow,87.5% male, 12.5% female,135,85,40,40,85,5,390
#0447,Riolu,Fighting,Nan,/pokedex/riolu,Emanation Pokémon,0.7,20.2,Steadfast,75,57,Medium Slow,87.5% male, 12.5% female,40,70,40,35,40,60,285
#0448,Lucario,Fighting,Steel,/pokedex/lucario,Aura Pokémon,1.2,54,Steadfast,45,184,Medium Slow,87.5% male, 12.5% female,70,110,70,115,70,90,525
#0449,Hippopotas,Ground,Nan,/pokedex/hippopotas,Hippo Pokémon,0.8,49.5,Sand Stream,140,66,Slow,50% male, 50% female,68,72,78,38,42,32,330
#0450,Hippowdon,Ground,Nan,/pokedex/hippowdon,Heavyweight Pokémon,2,300,Sand Stream,60,184,Slow,50% male, 50% female,108,112,118,68,72,47,525
#0451,Skorupi,Poison,Bug,/pokedex/skorupi,Scorpion Pokémon,0.8,12,Battle Armor,120,66,Slow,50% male, 50% female,40,50,90,30,55,65,330
#0452,Drapion,Poison,Dark,/pokedex/drapion,Ogre Scorp Pokémon,1.3,61.5,Battle Armor,45,175,Slow,50% male, 50% female,70,90,110,60,75,95,500
#0453,Croagunk,Poison,Fighting,/pokedex/croagunk,Toxic Mouth Pokémon,0.7,23,Anticipation,140,60,Medium Fast,50% male, 50% female,48,61,40,61,40,50,300
#0454,Toxicroak,Poison,Fighting,/pokedex/toxicroak,Toxic Mouth Pokémon,1.3,44.4,Anticipation,75,172,Medium Fast,50% male, 50% female,83,106,65,86,65,85,490
#0455,Carnivine,Grass,Nan,/pokedex/carnivine,Bug Catcher Pokémon,1.4,27,Levitate,200,159,Slow,50% male, 50% female,74,100,72,90,72,46,454
#0456,Finneon,Water,Nan,/pokedex/finneon,Wing Fish Pokémon,0.4,7,Swift Swim,190,66,Erratic,50% male, 50% female,49,49,56,49,61,66,330
#0457,Lumineon,Water,Nan,/pokedex/lumineon,Neon Pokémon,1.2,24,Swift Swim,75,161,Erratic,50% male, 50% female,69,69,76,69,86,91,460
#0458,Mantyke,Water,Flying,/pokedex/mantyke,Kite Pokémon,1,65,Swift Swim,25,69,Slow,50% male, 50% female,45,20,50,60,120,50,345
#0459,Snover,Grass,Ice,/pokedex/snover,Frost Tree Pokémon,1,50.5,Snow Warning,120,67,Slow,50% male, 50% female,60,62,50,62,60,40,334
#0460,Abomasnow,Grass,Ice,/pokedex/abomasnow,Frost Tree Pokémon,2.2,135.5,Snow Warning,60,173,Slow,50% male, 50% female,90,92,75,92,85,60,494
#0461,Weavile,Dark,Ice,/pokedex/weavile,Sharp Claw Pokémon,1.1,34,Pressure,45,179,Medium Slow,50% male, 50% female,70,120,65,45,85,125,510
#0462,Magnezone,Electric,Steel,/pokedex/magnezone,Magnet Area Pokémon,1.2,180,Magnet Pull,30,268,Medium Fast,Genderless,70,70,115,130,90,60,535,
#0463,Lickilicky,Normal,Nan,/pokedex/lickilicky,Licking Pokémon,1.7,140,Own Tempo,30,180,Medium Fast,50% male, 50% female,110,85,95,80,95,50,515
#0464,Rhyperior,Ground,Rock,/pokedex/rhyperior,Drill Pokémon,2.4,282.8,Lightning Rod,30,241,Slow,50% male, 50% female,115,140,130,55,55,40,535
#0465,Tangrowth,Grass,Nan,/pokedex/tangrowth,Vine Pokémon,2,128.6,Chlorophyll,30,187,Medium Fast,50% male, 50% female,100,100,125,110,50,50,535
#0466,Electivire,Electric,Nan,/pokedex/electivire,Thunderbolt Pokémon,1.8,138.6,Motor Drive,30,243,Medium Fast,75% male, 25% female,75,123,67,95,85,95,540
#0467,Magmortar,Fire,Nan,/pokedex/magmortar,Blast Pokémon,1.6,68,Flame Body,30,243,Medium Fast,75% male, 25% female,75,95,67,125,95,83,540
#0468,Togekiss,Fairy,Flying,/pokedex/togekiss,Jubilee Pokémon,1.5,38,Hustle,30,245,Fast,87.5% male, 12.5% female,85,50,95,120,115,80,545
#0469,Yanmega,Bug,Flying,/pokedex/yanmega,Ogre Darner Pokémon,1.9,51.5,Speed Boost,30,180,Medium Fast,50% male, 50% female,86,76,86,116,56,95,515
#0470,Leafeon,Grass,Nan,/pokedex/leafeon,Verdant Pokémon,1,25.5,Leaf Guard,45,184,Medium Fast,87.5% male, 12.5% female,65,110,130,60,65,95,525
#0471,Glaceon,Ice,Nan,/pokedex/glaceon,Fresh Snow Pokémon,0.8,25.9,Snow Cloak,45,184,Medium Fast,87.5% male, 12.5% female,65,60,110,130,95,65,525
#0472,Gliscor,Ground,Flying,/pokedex/gliscor,Fang Scorp Pokémon,2,42.5,Hyper Cutter,30,179,Medium Slow,50% male, 50% female,75,95,125,45,75,95,510
#0473,Mamoswine,Ice,Ground,/pokedex/mamoswine,Twin Tusk Pokémon,2.5,291,Oblivious,50,239,Slow,50% male, 50% female,110,130,80,70,60,80,530
#0474,Porygon-Z,Normal,Nan,/pokedex/porygon-z,Virtual Pokémon,0.9,34,Adaptability,30,241,Medium Fast,Genderless,85,80,70,135,75,90,535,
#0475,Gallade,Psychic,Fighting,/pokedex/gallade,Blade Pokémon,1.6,52,Steadfast,45,259,Slow,100% male, 0% female,68,125,65,65,115,80,518
#0476,Probopass,Rock,Steel,/pokedex/probopass,Compass Pokémon,1.4,340,Sturdy,60,184,Medium Fast,50% male, 50% female,60,55,145,75,150,40,525
#0477,Dusknoir,Ghost,Nan,/pokedex/dusknoir,Gripper Pokémon,2.2,106.6,Pressure,45,236,Fast,50% male, 50% female,45,100,135,65,135,45,525
#0478,Froslass,Ice,Ghost,/pokedex/froslass,Snow Land Pokémon,1.3,26.6,Snow Cloak,75,168,Medium Fast,0% male, 100% female,70,80,70,80,70,110,480
#0479,Rotom,Electric,Ghost,/pokedex/rotom,Plasma Pokémon,0.3,0.3,Levitate,45,154,Medium Fast,Genderless,50,50,77,95,77,91,440,
#0480,Uxie,Psychic,Nan,/pokedex/uxie,Knowledge Pokémon,0.3,0.3,Levitate,3,290,Slow,Genderless,75,75,130,75,130,95,580,
#0481,Mesprit,Psychic,Nan,/pokedex/mesprit,Emotion Pokémon,0.3,0.3,Levitate,3,290,Slow,Genderless,80,105,105,105,105,80,580,
#0482,Azelf,Psychic,Nan,/pokedex/azelf,Willpower Pokémon,0.3,0.3,Levitate,3,290,Slow,Genderless,75,125,70,125,70,115,580,
#0483,Dialga,Steel,Dragon,/pokedex/dialga,Temporal Pokémon,5.4,683,Pressure,3,340,Slow,Genderless,100,120,120,150,100,90,680,
#0484,Palkia,Water,Dragon,/pokedex/palkia,Spatial Pokémon,4.2,336,Pressure,3,340,Slow,Genderless,90,120,100,150,120,100,680,
#0485,Heatran,Fire,Steel,/pokedex/heatran,Lava Dome Pokémon,1.7,430,Flash Fire,3,300,Slow,50% male, 50% female,91,90,106,130,106,77,600
#0486,Regigigas,Normal,Nan,/pokedex/regigigas,Colossal Pokémon,3.7,420,Slow Start,3,302,Slow,Genderless,110,160,110,80,110,100,670,
